"createdon_date","seats"
2018-05-14,1814
2018-05-15,1577
2018-05-16,1498
2018-05-17,1663
2018-05-18,1613
2018-05-19,1358
2018-05-20,1412
2018-05-21,2001
2018-05-22,1730
2018-05-23,1781
2018-05-24,1550
2018-05-25,1542
2018-05-26,1463
2018-05-27,1601
2018-05-28,1727
2018-05-29,1710
2018-05-30,1649
2018-05-31,1782
2018-06-01,1548
2018-06-02,1632
2018-06-03,2080
2018-06-04,2100
2018-06-05,1812
2018-06-06,1920
2018-06-07,2011
2018-06-08,1787
2018-06-09,1779
2018-06-10,2305
2018-06-11,2234
2018-06-12,2188
2018-06-13,2102
2018-06-14,2026
2018-06-15,1829
2018-06-16,1727
2018-06-17,2050
2018-06-18,2071
2018-06-19,2119
2018-06-20,2037
2018-06-21,2147
2018-06-22,1756
2018-06-23,1888
2018-06-24,2456
2018-06-25,2368
2018-06-26,2170
2018-06-27,2213
2018-06-28,2256
2018-06-29,2222
2018-06-30,2106
2018-07-01,2400
2018-07-02,2671
2018-07-03,2652
2018-07-04,2471
2018-07-05,2813
2018-07-06,2390
2018-07-07,2278
2018-07-08,2702
2018-07-09,2927
2018-07-10,3074
2018-07-11,2783
2018-07-12,2516
2018-07-13,2602
2018-07-14,2524
2018-07-15,2990
2018-07-16,2962
2018-07-17,2895
2018-07-18,3270
2018-07-19,2827
2018-07-20,3042
2018-07-21,3276
2018-07-22,3438
2018-07-23,3360
2018-07-24,3201
2018-07-25,3191
2018-07-26,3076
2018-07-27,3001
2018-07-28,2789
2018-07-29,2886
2018-07-30,3055
2018-07-31,3022
2018-08-01,2965
2018-08-02,2908
2018-08-03,2856
2018-08-04,2743
2018-08-05,2926
2018-08-06,2996
2018-08-07,2868
2018-08-08,3059
2018-08-09,3125
2018-08-10,2972
2018-08-11,2764
2018-08-12,2831
2018-08-13,2588
2018-08-14,3090
2018-08-15,2571
2018-08-16,2645
2018-08-17,2424
2018-08-18,2133
2018-08-19,2481
2018-08-20,2351
2018-08-21,2461
2018-08-22,2424
2018-08-23,2171
2018-08-24,1963
2018-08-25,2037
2018-08-26,2196
2018-08-27,2336
2018-08-28,2173
2018-08-29,1952
2018-08-30,2005
2018-08-31,1694
2018-09-01,1640
2018-09-02,1957
2018-09-03,1982
2018-09-04,2051
2018-09-05,2029
2018-09-06,1961
2018-09-07,1924
2018-09-08,1816
2018-09-09,2086
2018-09-10,2014
2018-09-11,2010
2018-09-12,1975
2018-09-13,1781
2018-09-14,1747
2018-09-15,1732
2018-09-16,1994
2018-09-17,2042
2018-09-18,2021
2018-09-19,1787
2018-09-20,1933
2018-09-21,1884
2018-09-22,1740
2018-09-23,2027
2018-09-24,2025
2018-09-25,1935
2018-09-26,1779
2018-09-27,1709
2018-09-28,1659
2018-09-29,1477
2018-09-30,2207
2018-10-01,2162
2018-10-02,2249
2018-10-03,2281
2018-10-04,2122
2018-10-05,1901
2018-10-06,1869
2018-10-07,2596
2018-10-08,2508
2018-10-09,2572
2018-10-10,2358
2018-10-11,2468
2018-10-12,2273
2018-10-13,2296
2018-10-14,2892
2018-10-15,2467
2018-10-16,2715
2018-10-17,2620
2018-10-18,2693
2018-10-19,2380
2018-10-20,2246
2018-10-21,2548
2018-10-22,2935
2018-10-23,2749
2018-10-24,2590
2018-10-25,2501
2018-10-26,2281
2018-10-27,2418
2018-10-28,2756
2018-10-29,3078
2018-10-30,2915
2018-10-31,2918
2018-11-01,3035
2018-11-02,3147
2018-11-03,2748
2018-11-04,3466
2018-11-05,3814
2018-11-06,3360
2018-11-07,3470
2018-11-08,3499
2018-11-09,3225
2018-11-10,3119
2018-11-11,3718
2018-11-12,3800
2018-11-13,3676
2018-11-14,3337
2018-11-15,3361
2018-11-16,3131
2018-11-17,3310
2018-11-18,3809
2018-11-19,3964
2018-11-20,3951
2018-11-21,3820
2018-11-22,3279
2018-11-23,3529
2018-11-24,3120
2018-11-25,3845
2018-11-26,3798
2018-11-27,3465
2018-11-28,3866
2018-11-29,3197
2018-11-30,3420
2018-12-01,3337
2018-12-02,3846
2018-12-03,3847
2018-12-04,3687
2018-12-05,4012
2018-12-06,3358
2018-12-07,3289
2018-12-08,3240
2018-12-09,3739
2018-12-10,4322
2018-12-11,3731
2018-12-12,3567
2018-12-13,3625
2018-12-14,3092
2018-12-15,3233
2018-12-16,4033
2018-12-17,4173
2018-12-18,3771
2018-12-19,3451
2018-12-20,3346
2018-12-21,3464
2018-12-22,3230
2018-12-23,3381
2018-12-24,3215
2018-12-25,3011
2018-12-26,3475
2018-12-27,3609
2018-12-28,3815
2018-12-29,3762
2018-12-30,3996
2018-12-31,3912
2019-01-01,3637
2019-01-02,4032
2019-01-03,4471
2019-01-04,4231
2019-01-05,4355
2019-01-06,5322
2019-01-07,4743
2019-01-08,4672
2019-01-09,4440
2019-01-10,4535
2019-01-11,4136
2019-01-12,4000
2019-01-13,4810
2019-01-14,4645
2019-01-15,4455
2019-01-16,4223
2019-01-17,4408
2019-01-18,4128
2019-01-19,3772
2019-01-20,4389
2019-01-21,4648
2019-01-22,3998
2019-01-23,4055
2019-01-24,3793
2019-01-25,3938
2019-01-26,3717
2019-01-27,4280
2019-01-28,3899
2019-01-29,3922
2019-01-30,4156
2019-01-31,3948
2019-02-01,3851
2019-02-02,3791
2019-02-03,4348
2019-02-04,4298
2019-02-05,4082
2019-02-06,4329
2019-02-07,3972
2019-02-08,4127
2019-02-09,3877
2019-02-10,4756
2019-02-11,4472
2019-02-12,4339
2019-02-13,4226
2019-02-14,3847
2019-02-15,3909
2019-02-16,4087
2019-02-17,4573
2019-02-18,4356
2019-02-19,4262
2019-02-20,4082
2019-02-21,4308
2019-02-22,3759
2019-02-23,3664
2019-02-24,3881
2019-02-25,4040
2019-02-26,3983
2019-02-27,3750
2019-02-28,3898
2019-03-01,3511
2019-03-02,3492
2019-03-03,4328
2019-03-04,4482
2019-03-05,4212
2019-03-06,4057
2019-03-07,3994
2019-03-08,4087
2019-03-09,3664
2019-03-10,4461
2019-03-11,4403
2019-03-12,4325
2019-03-13,4311
2019-03-14,4191
2019-03-15,3891
2019-03-16,3675
2019-03-17,4497
2019-03-18,4212
2019-03-19,3859
2019-03-20,3802
2019-03-21,3837
2019-03-22,3461
2019-03-23,3273
2019-03-24,3548
2019-03-25,3737
2019-03-26,3546
2019-03-27,3635
2019-03-28,3258
2019-03-29,2953
2019-03-30,3064
2019-03-31,3316
2019-04-01,3684
2019-04-02,3520
2019-04-03,3644
2019-04-04,3533
2019-04-05,3455
2019-04-06,3236
2019-04-07,3775
2019-04-08,4113
2019-04-09,3505
2019-04-10,3544
2019-04-11,3101
2019-04-12,3141
2019-04-13,3219
2019-04-14,3819
2019-04-15,3707
2019-04-16,3384
2019-04-17,3289
2019-04-18,2899
2019-04-19,2943
2019-04-20,2871
2019-04-21,2961
2019-04-22,3238
2019-04-23,3074
2019-04-24,3095
2019-04-25,3191
2019-04-26,2699
2019-04-27,2706
2019-04-28,3114
2019-04-29,3255
2019-04-30,3056
2019-05-01,3278
2019-05-02,3343
2019-05-03,2790
2019-05-04,3167
2019-05-05,3260
2019-05-06,3117
2019-05-07,3146
2019-05-08,3135
2019-05-09,2962
2019-05-10,2922
2019-05-11,2623
2019-05-12,3079
2019-05-13,3095
2019-05-14,2833
2019-05-15,2772
2019-05-16,2849
2019-05-17,2893
2019-05-18,2592
2019-05-19,2867
2019-05-20,3063
2019-05-21,2619
2019-05-22,2715
2019-05-23,2511
2019-05-24,2324
2019-05-25,2467
2019-05-26,2655
2019-05-27,2807
2019-05-28,3031
2019-05-29,2806
2019-05-30,2966
2019-05-31,2673
2019-06-01,2359
2019-06-02,2697
2019-06-03,2653
2019-06-04,2893
2019-06-05,3049
2019-06-06,2992
2019-06-07,2273
2019-06-08,2744
2019-06-09,3357
2019-06-10,3875
2019-06-11,3224
2019-06-12,3214
2019-06-13,3240
2019-06-14,2926
2019-06-15,3047
2019-06-16,3271
2019-06-17,3366
2019-06-18,3453
2019-06-19,3390
2019-06-20,3084
2019-06-21,2946
2019-06-22,2506
2019-06-23,3247
2019-06-24,3412
2019-06-25,3633
2019-06-26,3155
2019-06-27,3114
2019-06-28,3016
2019-06-29,3090
2019-06-30,3700
2019-07-01,3778
2019-07-02,3578
2019-07-03,3739
2019-07-04,3873
2019-07-05,3524
2019-07-06,3580
2019-07-07,4407
2019-07-08,4625
2019-07-09,4373
2019-07-10,4542
2019-07-11,4524
2019-07-12,4123
2019-07-13,4135
2019-07-14,4957
2019-07-15,4981
2019-07-16,5086
2019-07-17,4447
2019-07-18,4589
2019-07-19,4410
2019-07-20,4310
2019-07-21,4538
2019-07-22,4491
2019-07-23,4603
2019-07-24,4698
2019-07-25,4406
2019-07-26,4001
2019-07-27,4085
2019-07-28,4471
2019-07-29,4475
2019-07-30,4491
2019-07-31,4370
2019-08-01,4609
2019-08-02,4480
2019-08-03,4169
2019-08-04,4866
2019-08-05,4836
2019-08-06,4434
2019-08-07,4816
2019-08-08,4523
2019-08-09,4432
2019-08-10,4001
2019-08-11,4376
2019-08-12,4452
2019-08-13,4536
2019-08-14,4044
2019-08-15,3638
2019-08-16,3759
2019-08-17,3643
2019-08-18,3587
2019-08-19,3721
2019-08-20,3723
2019-08-21,3475
2019-08-22,3282
2019-08-23,3025
2019-08-24,2956
2019-08-25,3125
2019-08-26,3144
2019-08-27,3008
2019-08-28,2700
2019-08-29,2820
2019-08-30,2685
2019-08-31,2411
2019-09-01,2810
2019-09-02,2885
2019-09-03,3167
2019-09-04,2978
2019-09-05,2924
2019-09-06,2665
2019-09-07,2644
2019-09-08,3187
2019-09-09,3104
2019-09-10,3156
2019-09-11,3119
2019-09-12,3069
2019-09-13,2827
2019-09-14,2658
2019-09-15,3216
2019-09-16,3177
2019-09-17,2991
2019-09-18,3010
2019-09-19,2691
2019-09-20,2514
2019-09-21,2495
2019-09-22,3131
2019-09-23,3391
2019-09-24,3140
2019-09-25,3086
2019-09-26,3039
2019-09-27,2776
2019-09-28,2665
2019-09-29,3415
2019-09-30,3422
2019-10-01,3493
2019-10-02,3510
2019-10-03,3586
2019-10-04,3297
2019-10-05,3198
2019-10-06,4403
2019-10-07,4013
2019-10-08,4041
2019-10-09,3783
2019-10-10,3960
2019-10-11,3529
2019-10-12,3367
2019-10-13,4051
2019-10-14,4108
2019-10-15,4218
2019-10-16,4391
2019-10-17,3831
2019-10-18,3680
2019-10-19,3649
2019-10-20,4340
2019-10-21,4758
2019-10-22,4151
2019-10-23,4212
2019-10-24,4087
2019-10-25,4104
2019-10-26,3651
2019-10-27,4581
2019-10-28,4585
2019-10-29,4295
2019-10-30,4382
2019-10-31,4015
2019-11-01,4155
2019-11-02,4454
2019-11-03,5312
2019-11-04,5545
2019-11-05,5275
2019-11-06,5146
2019-11-07,5339
2019-11-08,4981
2019-11-09,4935
2019-11-10,5490
2019-11-11,6134
2019-11-12,5829
2019-11-13,5605
2019-11-14,5407
2019-11-15,5202
2019-11-16,5259
2019-11-17,6276
2019-11-18,6099
2019-11-19,5783
2019-11-20,5641
2019-11-21,5342
2019-11-22,4942
2019-11-23,4829
2019-11-24,5656
2019-11-25,6048
2019-11-26,5365
2019-11-27,5308
2019-11-28,5101
2019-11-29,4862
2019-11-30,5084
2019-12-01,5958
2019-12-02,6617
2019-12-03,5808
2019-12-04,5905
2019-12-05,5840
2019-12-06,5049
2019-12-07,5323
2019-12-08,6189
2019-12-09,6422
2019-12-10,6122
2019-12-11,5915
2019-12-12,5996
2019-12-13,5338
2019-12-14,5550
2019-12-15,6405
2019-12-16,7118
2019-12-17,6427
2019-12-18,6606
2019-12-19,6064
2019-12-20,5558
2019-12-21,6017
2019-12-22,6490
2019-12-23,6431
2019-12-24,5582
2019-12-25,5248
2019-12-26,6227
2019-12-27,7033
2019-12-28,6769
2019-12-29,7124
2019-12-30,6377
2019-12-31,6157
2020-01-01,6260
2020-01-02,7324
2020-01-03,7589
2020-01-04,7557
2020-01-05,8378
2020-01-06,7918
2020-01-07,7503
2020-01-08,7204
2020-01-09,7271
2020-01-10,6624
2020-01-11,7193
2020-01-12,8185
2020-01-13,8190
2020-01-14,6883
2020-01-15,7067
2020-01-16,6962
2020-01-17,6338
2020-01-18,6681
2020-01-19,7523
2020-01-20,7836
2020-01-21,6973
2020-01-22,7059
2020-01-23,6770
2020-01-24,6213
2020-01-25,6236
2020-01-26,6654
2020-01-27,6958
2020-01-28,6298
2020-01-29,6091
2020-01-30,5669
2020-01-31,5482
2020-02-01,5437
2020-02-02,6256
2020-02-03,6415
2020-02-04,6032
2020-02-05,6054
2020-02-06,5672
2020-02-07,5782
2020-02-08,5644
2020-02-09,6311
2020-02-10,6619
2020-02-11,5774
2020-02-12,5848
2020-02-13,5611
2020-02-14,5022
2020-02-15,5120
2020-02-16,5859
2020-02-17,5641
2020-02-18,5448
2020-02-19,4854
2020-02-20,4809
2020-02-21,4729
2020-02-22,4699
2020-02-23,4938
2020-02-24,4903
2020-02-25,4486
2020-02-26,4393
2020-02-27,4026
2020-02-28,4016
2020-02-29,3637
2020-03-01,4322
2020-03-02,4326
2020-03-03,4102
2020-03-04,3842
2020-03-05,3800
2020-03-06,3719
2020-03-07,3296
2020-03-08,3494
2020-03-09,4060
2020-03-10,3561
2020-03-11,3367
2020-03-12,3233
2020-03-13,3424
2020-03-14,2529
2020-03-15,2504
2020-03-16,1984
2020-03-17,1867
2020-03-18,1716
2020-03-19,1361
2020-03-20,1043
2020-03-21,864
2020-03-22,664
2020-03-23,522
2020-03-24,561
2020-03-25,417
2020-03-26,244
2020-03-27,184
2020-03-28,163
2020-03-29,132
2020-03-30,94
2020-03-31,78
2020-04-01,58
2020-04-02,55
2020-04-03,73
2020-04-04,61
2020-04-05,49
2020-04-06,27
2020-04-07,41
2020-04-08,26
2020-04-09,24
2020-04-10,17
2020-04-11,22
2020-04-12,28
2020-04-13,14
2020-04-14,25
2020-04-15,21
2020-04-16,15
2020-04-17,11
2020-04-18,24
2020-04-19,30
2020-04-20,24
2020-04-21,18
2020-04-22,18
2020-04-23,52
2020-04-24,19
2020-04-25,20
2020-04-26,28
2020-04-27,32
2020-04-28,48
2020-04-29,67
2020-04-30,40
2020-05-01,55
2020-05-02,61
2020-05-03,18
2020-05-04,44
2020-05-05,52
2020-05-06,61
2020-05-07,42
2020-05-08,60
2020-05-09,51
2020-05-10,28
2020-05-11,43
2020-05-12,51
2020-05-13,54
2020-05-14,47
2020-05-15,32
2020-05-16,58
2020-05-17,68
2020-05-18,39
2020-05-19,42
2020-05-20,40
2020-05-21,69
2020-05-22,50
2020-05-23,56
2020-05-24,57
2020-05-25,54
2020-05-26,72
2020-05-27,92
2020-05-28,79
2020-05-29,86
2020-05-30,80
2020-05-31,95
2020-06-01,119
2020-06-02,105
2020-06-03,129
2020-06-04,125
2020-06-05,104
2020-06-06,134
2020-06-07,169
2020-06-08,144
2020-06-09,197
2020-06-10,178
2020-06-11,167
2020-06-12,113
2020-06-13,118
2020-06-14,136
2020-06-15,141
2020-06-16,143
2020-06-17,256
2020-06-18,158
2020-06-19,155
2020-06-20,123
2020-06-21,144
2020-06-22,199
2020-06-23,140
2020-06-24,135
2020-06-25,167
2020-06-26,206
2020-06-27,199
2020-06-28,217
2020-06-29,250
2020-06-30,316
2020-07-01,307
2020-07-02,315
2020-07-03,265
2020-07-04,227
2020-07-05,230
2020-07-06,247
2020-07-07,251
2020-07-08,213
2020-07-09,214
2020-07-10,229
2020-07-11,142
2020-07-12,308
2020-07-13,313
2020-07-14,259
2020-07-15,270
2020-07-16,218
2020-07-17,226
2020-07-18,244
2020-07-19,296
2020-07-20,428
2020-07-21,347
2020-07-22,338
2020-07-23,311
2020-07-24,283
2020-07-25,264
2020-07-26,251
2020-07-27,189
2020-07-28,276
2020-07-29,188
2020-07-30,194
2020-07-31,217
2020-08-01,182
2020-08-02,153
2020-08-03,155
2020-08-04,178
2020-08-05,165
2020-08-06,192
2020-08-07,117
2020-08-08,130
2020-08-09,150
2020-08-10,184
2020-08-11,185
2020-08-12,191
2020-08-13,193
2020-08-14,131
2020-08-15,178
2020-08-16,186
2020-08-17,182
2020-08-18,203
2020-08-19,218
2020-08-20,199
2020-08-21,166
2020-08-22,194
2020-08-23,183
2020-08-24,226
2020-08-25,233
2020-08-26,247
2020-08-27,263
2020-08-28,213
2020-08-29,222
2020-08-30,164
2020-08-31,262
2020-09-01,244
2020-09-02,271
2020-09-03,267
2020-09-04,182
2020-09-05,168
2020-09-06,161
2020-09-07,109
2020-09-08,154
2020-09-09,134
2020-09-10,136
2020-09-11,117
2020-09-12,152
2020-09-13,157
2020-09-14,128
2020-09-15,127
2020-09-16,114
2020-09-17,157
2020-09-18,115
2020-09-19,147
2020-09-20,148
2020-09-21,126
2020-09-22,140
2020-09-23,114
2020-09-24,133
2020-09-25,150
2020-09-26,148
2020-09-27,107
2020-09-28,143
2020-09-29,152
2020-09-30,231
2020-10-01,176
2020-10-02,166
2020-10-03,147
2020-10-04,255
2020-10-05,255
2020-10-06,237
2020-10-07,254
2020-10-08,202
2020-10-09,164
2020-10-10,220
2020-10-11,177
2020-10-12,171
2020-10-13,186
2020-10-14,194
2020-10-15,254
2020-10-16,214
2020-10-17,152
2020-10-18,131
2020-10-19,130
2020-10-20,273
2020-10-21,251
2020-10-22,281
2020-10-23,204
2020-10-24,184
2020-10-25,128
2020-10-26,169
2020-10-27,187
2020-10-28,257
2020-10-29,187
2020-10-30,174
2020-10-31,210
2020-11-01,257
2020-11-02,229
2020-11-03,275
2020-11-04,258
2020-11-05,266
2020-11-06,213
2020-11-07,244
2020-11-08,239
2020-11-09,342
2020-11-10,270
2020-11-11,263
2020-11-12,292
2020-11-13,277
2020-11-14,263
2020-11-15,274
2020-11-16,395
2020-11-17,309
2020-11-18,306
2020-11-19,369
2020-11-20,292
2020-11-21,339
2020-11-22,250
2020-11-23,309
2020-11-24,355
2020-11-25,292
2020-11-26,377
2020-11-27,406
2020-11-28,294
2020-11-29,310
2020-11-30,450
2020-12-01,443
2020-12-02,315
2020-12-03,355
2020-12-04,351
2020-12-05,335
2020-12-06,341
2020-12-07,479
2020-12-08,434
2020-12-09,376
2020-12-10,365
2020-12-11,298
2020-12-12,321
2020-12-13,359
2020-12-14,339
2020-12-15,384
2020-12-16,364
2020-12-17,368
2020-12-18,423
2020-12-19,352
2020-12-20,365
2020-12-21,293
2020-12-22,251
2020-12-23,243
2020-12-24,239
2020-12-25,281
2020-12-26,364
2020-12-27,277
2020-12-28,348
2020-12-29,332
2020-12-30,314
2020-12-31,172
2021-01-01,190
2021-01-02,183
2021-01-03,156
2021-01-04,113
2021-01-05,120
2021-01-06,104
2021-01-07,141
2021-01-08,94
2021-01-09,55
2021-01-10,57
2021-01-11,93
2021-01-12,36
2021-01-13,63
2021-01-14,80
2021-01-15,87
2021-01-16,48
2021-01-17,78
2021-01-18,50
2021-01-19,73
2021-01-20,63
2021-01-21,98
2021-01-22,46
2021-01-23,56
2021-01-24,41
2021-01-25,63
2021-01-26,69
2021-01-27,78
2021-01-28,85
2021-01-29,65
2021-01-30,63
2021-01-31,64
2021-02-01,98
2021-02-02,93
2021-02-03,113
2021-02-04,140
2021-02-05,99
2021-02-06,83
2021-02-07,68
2021-02-08,126
2021-02-09,122
2021-02-10,153
2021-02-11,168
2021-02-12,130
2021-02-13,113
2021-02-14,113
2021-02-15,159
2021-02-16,120
2021-02-17,171
2021-02-18,152
2021-02-19,114
2021-02-20,116
2021-02-21,144
2021-02-22,181
2021-02-23,173
2021-02-24,188
2021-02-25,95
2021-02-26,185
2021-02-27,140
2021-02-28,146
2021-03-01,145
2021-03-02,176
2021-03-03,199
2021-03-04,203
2021-03-05,179
2021-03-06,225
2021-03-07,260
2021-03-08,230
2021-03-09,214
2021-03-10,275
2021-03-11,359
2021-03-12,305
2021-03-13,316
2021-03-14,359
2021-03-15,358
2021-03-16,366
2021-03-17,258
2021-03-18,427
2021-03-19,323
2021-03-20,330
2021-03-21,337
2021-03-22,433
2021-03-23,285
2021-03-24,423
2021-03-25,331
2021-03-26,373
2021-03-27,378
2021-03-28,460
2021-03-29,513
2021-03-30,571
2021-03-31,613
2021-04-01,560
2021-04-02,757
2021-04-03,654
2021-04-04,731
2021-04-05,798
2021-04-06,712
2021-04-07,706
2021-04-08,520
2021-04-09,576
2021-04-10,440
2021-04-11,342
2021-04-12,373
2021-04-13,339
2021-04-14,241
2021-04-15,272
2021-04-16,226
2021-04-17,209
2021-04-18,153
2021-04-19,130
2021-04-20,96
2021-04-21,114
2021-04-22,107
2021-04-23,168
2021-04-24,86
2021-04-25,119
2021-04-26,100
2021-04-27,133
2021-04-28,107
2021-04-29,108
2021-04-30,92
2021-05-01,87
2021-05-02,158
2021-05-03,76
2021-05-04,91
2021-05-05,108
2021-05-06,57
2021-05-07,57
2021-05-08,65
2021-05-09,57
2021-05-10,77
2021-05-11,73
2021-05-12,77
2021-05-13,96
2021-05-14,72
2021-05-15,59
2021-05-16,97
2021-05-17,88
2021-05-18,92
2021-05-19,69
2021-05-20,66
2021-05-21,72
2021-05-22,54
2021-05-23,51
2021-05-24,66
2021-05-25,113
2021-05-26,66
2021-05-27,54
2021-05-28,91
2021-05-29,80
2021-05-30,114
2021-05-31,93
2021-06-01,108
2021-06-02,90
2021-06-03,81
2021-06-04,86
2021-06-05,147
2021-06-06,95
2021-06-07,63
2021-06-08,124
2021-06-09,77
2021-06-10,107
2021-06-11,90
2021-06-12,89
2021-06-13,94
2021-06-14,77
2021-06-15,111
2021-06-16,101
2021-06-17,84
2021-06-18,132
2021-06-19,76
2021-06-20,63
2021-06-21,92
2021-06-22,96
2021-06-23,102
2021-06-24,146
2021-06-25,107
2021-06-26,120
2021-06-27,84
2021-06-28,142
2021-06-29,90
2021-06-30,112
2021-07-01,142
2021-07-02,133
2021-07-03,122
2021-07-04,87
2021-07-05,108
2021-07-06,135
2021-07-07,111
2021-07-08,113
2021-07-09,146
2021-07-10,79
2021-07-11,91
2021-07-12,76
2021-07-13,128
2021-07-14,110
2021-07-15,79
2021-07-16,95
2021-07-17,106
2021-07-18,107
2021-07-19,169
2021-07-20,118
2021-07-21,97
2021-07-22,74
2021-07-23,85
2021-07-24,89
2021-07-25,76
2021-07-26,71
2021-07-27,78
2021-07-28,104
2021-07-29,115
2021-07-30,110
2021-07-31,105
2021-08-01,123
2021-08-02,92
2021-08-03,137
2021-08-04,110
2021-08-05,91
2021-08-06,84
2021-08-07,44
2021-08-08,69
2021-08-09,65
2021-08-10,68
2021-08-11,81
2021-08-12,148
2021-08-13,108
2021-08-14,115
2021-08-15,91
2021-08-16,143
2021-08-17,104
2021-08-18,131
2021-08-19,114
2021-08-20,106
2021-08-21,86
2021-08-22,97
2021-08-23,89
2021-08-24,74
2021-08-25,105
2021-08-26,131
2021-08-27,118
2021-08-28,84
2021-08-29,97
2021-08-30,88
2021-08-31,70
2021-09-01,91
2021-09-02,86
2021-09-03,100
2021-09-04,113
2021-09-05,97
2021-09-06,112
2021-09-07,87
2021-09-08,90
2021-09-09,147
2021-09-10,157
2021-09-11,115
2021-09-12,99
2021-09-13,112
2021-09-14,116
2021-09-15,137
2021-09-16,143
2021-09-17,147
2021-09-18,129
2021-09-19,112
2021-09-20,166
2021-09-21,159
2021-09-22,147
2021-09-23,158
2021-09-24,179
2021-09-25,81
2021-09-26,160
2021-09-27,153
2021-09-28,174
2021-09-29,143
2021-09-30,199
2021-10-01,184
2021-10-02,207
2021-10-03,159
2021-10-04,219
2021-10-05,194
2021-10-06,288
2021-10-07,196
2021-10-08,284
2021-10-09,245
2021-10-10,313
2021-10-11,298
2021-10-12,221
2021-10-13,264
2021-10-14,273
2021-10-15,260
2021-10-16,332
2021-10-17,262
2021-10-18,359
2021-10-19,301
2021-10-20,358
2021-10-21,317
2021-10-22,296
2021-10-23,398
2021-10-24,346
2021-10-25,407
2021-10-26,481
2021-10-27,379
2021-10-28,309
2021-10-29,394
2021-10-30,353
2021-10-31,351
2021-11-01,306
2021-11-02,396
2021-11-03,523
2021-11-04,485
2021-11-05,489
2021-11-06,463
2021-11-07,507
2021-11-08,618
2021-11-09,540
2021-11-10,564
2021-11-11,560
2021-11-12,503
2021-11-13,568
2021-11-14,548
2021-11-15,603
2021-11-16,674
2021-11-17,687
2021-11-18,748
2021-11-19,599
2021-11-20,715
2021-11-21,707
2021-11-22,816
2021-11-23,821
2021-11-24,802
2021-11-25,685
2021-11-26,743
2021-11-27,662
2021-11-28,649
2021-11-29,912
2021-11-30,895
2021-12-01,922
2021-12-02,898
2021-12-03,780
2021-12-04,708
2021-12-05,858
2021-12-06,1015
2021-12-07,1114
2021-12-08,1026
2021-12-09,1008
2021-12-10,976
2021-12-11,976
2021-12-12,1107
2021-12-13,1363
2021-12-14,1273
2021-12-15,1251
2021-12-16,1200
2021-12-17,1269
2021-12-18,1404
2021-12-19,1417
2021-12-20,1415
2021-12-21,1544
2021-12-22,1291
2021-12-23,1323
2021-12-24,1177
2021-12-25,1352
2021-12-26,1462
2021-12-27,1640
2021-12-28,1524
2021-12-29,1771
2021-12-30,1449
2021-12-31,1230
2022-01-01,1343
2022-01-02,1471
2022-01-03,1338
2022-01-04,1178
2022-01-05,1019
2022-01-06,1169
2022-01-07,1069
2022-01-08,883
2022-01-09,826
2022-01-10,946
2022-01-11,832
2022-01-12,894
2022-01-13,845
2022-01-14,787
2022-01-15,783
2022-01-16,841
2022-01-17,993
2022-01-18,864
2022-01-19,867
2022-01-20,850
2022-01-21,953
2022-01-22,795
2022-01-23,813
2022-01-24,789
2022-01-25,787
2022-01-26,810
2022-01-27,779
2022-01-28,830
2022-01-29,873
2022-01-30,843
2022-01-31,845
2022-02-01,898
2022-02-02,972
2022-02-03,1016
2022-02-04,845
2022-02-05,819
2022-02-06,1066
2022-02-07,1070
2022-02-08,993
2022-02-09,1088
2022-02-10,1000
2022-02-11,937
2022-02-12,1087
2022-02-13,1181
2022-02-14,1016
2022-02-15,1210
2022-02-16,1201
2022-02-17,1064
2022-02-18,1306
2022-02-19,1130
2022-02-20,1227
2022-02-21,1229
2022-02-22,1142
2022-02-23,1431
2022-02-24,1329
2022-02-25,1302
2022-02-26,1070
2022-02-27,1231
2022-02-28,1198
2022-03-01,1330
2022-03-02,1545
2022-03-03,1531
2022-03-04,1382
2022-03-05,1574
2022-03-06,1627
2022-03-07,1750
2022-03-08,1733
2022-03-09,1888
2022-03-10,1584
2022-03-11,1647
2022-03-12,1582
2022-03-13,1785
2022-03-14,1909
2022-03-15,1731
2022-03-16,1809
2022-03-17,1806
2022-03-18,1822
2022-03-19,1703
2022-03-20,1953
2022-03-21,2013
2022-03-22,1851
2022-03-23,1856
2022-03-24,1664
2022-03-25,1733
2022-03-26,1588
2022-03-27,1937
2022-03-28,2074
2022-03-29,1905
2022-03-30,1821
2022-03-31,1933
2022-04-01,1966
2022-04-02,1984
2022-04-03,2168
2022-04-04,2473
2022-04-05,2189
2022-04-06,2301
2022-04-07,2553
2022-04-08,2550
2022-04-09,2577
2022-04-10,2691
2022-04-11,3066
2022-04-12,2912
2022-04-13,2479
2022-04-14,2213
2022-04-15,2262
2022-04-16,2184
2022-04-17,2278
2022-04-18,2474
2022-04-19,2349
2022-04-20,2110
2022-04-21,2132
2022-04-22,2050
2022-04-23,2194
2022-04-24,2162
2022-04-25,2328
2022-04-26,2515
2022-04-27,2387
2022-04-28,2395
2022-04-29,2615
2022-04-30,2548
2022-05-01,2760
2022-05-02,2654
2022-05-03,2856
2022-05-04,2543
2022-05-05,2395
2022-05-06,2318
2022-05-07,2344
2022-05-08,2327
2022-05-09,2320
2022-05-10,2572
2022-05-11,2464
2022-05-12,2614
2022-05-13,2357
2022-05-14,2389
2022-05-15,2517
2022-05-16,2622
